obs,statenum,casenum,vnumber,pnumber,atmcond,atmcond2,accday,accmon,caseyear,dayofweek,holiday,numfatal,rfun,age,ptype,sex
912,36,379,1,1,1,0,28,6,2011,3,0,1,16,53,1,1
913,36,380,1,1,10,0,29,6,2011,4,0,1,5,25,1,1
914,36,381,0,1,1,0,28,3,2011,2,0,1,16,16,5,1
915,36,381,1,1,1,0,28,3,2011,2,0,1,16,54,1,1
916,36,382,1,1,1,0,30,6,2011,5,0,2,4,80,1,1
917,36,382,1,2,1,0,30,6,2011,5,0,2,4,79,2,2
918,36,383,1,1,1,0,21,6,2011,3,0,1,16,75,1,1
919,36,383,1,2,1,0,21,6,2011,3,0,1,16,78,2,2
920,36,383,2,1,1,0,21,6,2011,3,0,1,16,27,1,1
921,36,383,3,1,1,0,21,6,2011,3,0,1,16,50,1,1
922,36,384,1,1,10,0,22,6,2011,4,0,1,2,70,1,1
923,36,384,2,1,10,0,22,6,2011,4,0,1,2,24,1,1
924,36,385,1,1,10,0,21,3,2011,2,0,1,6,18,1,1
925,36,385,1,2,10,0,21,3,2011,2,0,1,6,19,2,1
926,36,386,1,1,2,0,22,6,2011,4,0,1,1,45,1,1
927,36,386,2,1,2,0,22,6,2011,4,0,1,1,54,1,1
928,36,386,2,2,2,0,22,6,2011,4,0,1,1,54,2,2
929,36,387,0,1,1,0,4,5,2011,4,0,1,13,84,5,2
930,36,387,1,1,1,0,4,5,2011,4,0,1,13,34,1,2
931,36,388,1,1,10,0,30,4,2011,7,0,2,13,29,1,1
932,36,388,1,2,10,0,30,4,2011,7,0,2,13,21,2,1
933,36,388,2,1,10,0,30,4,2011,7,0,2,13,49,1,1
934,36,388,2,2,10,0,30,4,2011,7,0,2,13,46,2,1
935,36,389,1,1,10,0,6,5,2011,6,0,1,13,49,1,1
936,36,389,2,1,10,0,6,5,2011,6,0,1,13,27,1,1
937,36,390,1,1,10,0,24,6,2011,6,0,1,16,96,1,2
938,36,390,2,1,10,0,24,6,2011,6,0,1,16,73,1,1
939,36,391,0,1,1,0,11,5,2011,4,0,1,14,17,5,1
940,36,391,1,1,1,0,11,5,2011,4,0,1,14,58,1,1
941,36,392,1,1,2,0,11,6,2011,7,0,1,13,49,1,1
942,36,392,2,1,2,0,11,6,2011,7,0,1,13,56,1,1
943,36,392,2,2,2,0,11,6,2011,7,0,1,13,50,2,2
944,36,392,2,3,2,0,11,6,2011,7,0,1,13,83,2,2
945,36,393,1,1,10,0,27,6,2011,2,0,1,13,81,1,1
946,36,393,2,1,10,0,27,6,2011,2,0,1,13,69,1,1
947,36,393,2,2,10,0,27,6,2011,2,0,1,13,68,2,2
948,36,394,0,1,1,0,13,6,2011,2,0,1,13,41,5,2
949,36,394,0,2,1,0,13,6,2011,2,0,1,13,4,5,2
950,36,394,1,1,1,0,13,6,2011,2,0,1,13,40,1,2
951,36,394,1,2,1,0,13,6,2011,2,0,1,13,18,2,2
952,36,394,1,3,1,0,13,6,2011,2,0,1,13,19,2,2
953,36,394,2,1,1,0,13,6,2011,2,0,1,13,74,1,2
954,36,395,1,1,10,0,25,6,2011,7,0,1,2,43,1,1
955,36,395,2,1,10,0,25,6,2011,7,0,1,2,30,1,2
956,36,395,2,2,10,0,25,6,2011,7,0,1,2,28,2,1
957,36,396,1,1,10,0,26,6,2011,1,0,1,16,17,1,1
958,36,396,1,2,10,0,26,6,2011,1,0,1,16,18,2,1
959,36,397,1,1,1,0,29,6,2011,4,0,1,2,78,1,1
960,36,397,2,1,1,0,29,6,2011,4,0,1,2,54,1,1
961,36,398,0,1,1,0,30,6,2011,5,0,1,13,78,5,2
962,36,398,0,2,1,0,30,6,2011,5,0,1,13,41,5,2
963,36,398,1,1,1,0,30,6,2011,5,0,1,13,38,1,1
964,36,398,1,2,1,0,30,6,2011,5,0,1,13,45,2,2
965,36,399,1,1,1,0,27,6,2011,2,0,1,16,19,1,1
966,36,399,1,2,1,0,27,6,2011,2,0,1,16,72,2,2
967,36,399,1,3,1,0,27,6,2011,2,0,1,16,23,2,1
968,36,399,2,1,1,0,27,6,2011,2,0,1,16,39,1,1
969,36,400,1,1,1,0,19,6,2011,1,0,2,3,59,1,2
970,36,400,1,2,1,0,19,6,2011,1,0,2,3,68,2,1
971,36,401,1,1,1,0,30,6,2011,5,0,2,1,40,1,1
972,36,401,1,2,1,0,30,6,2011,5,0,2,1,40,2,2
973,36,401,1,3,1,0,30,6,2011,5,0,2,1,2,2,2
974,36,401,1,4,1,0,30,6,2011,5,0,2,1,5,2,1
975,36,401,2,1,1,0,30,6,2011,5,0,2,1,49,1,1
976,36,402,1,1,1,0,27,6,2011,2,0,1,13,61,1,1
977,36,402,1,2,1,0,27,6,2011,2,0,1,13,62,2,2
978,36,402,2,1,1,0,27,6,2011,2,0,1,13,24,1,1
979,36,402,2,2,1,0,27,6,2011,2,0,1,13,18,2,2
980,36,402,2,3,1,0,27,6,2011,2,0,1,13,26,2,1
981,36,403,1,1,1,0,30,6,2011,5,0,1,1,48,1,1
982,36,403,1,2,1,0,30,6,2011,5,0,1,1,52,2,2
983,36,403,2,1,1,0,30,6,2011,5,0,1,1,18,1,1
984,36,403,2,2,1,0,30,6,2011,5,0,1,1,47,2,1
985,36,404,1,1,1,0,18,6,2011,7,0,1,16,21,1,1
986,36,405,0,1,1,0,13,4,2011,4,0,1,16,55,5,1
987,36,405,1,1,1,0,13,4,2011,4,0,1,16,36,1,1
988,36,405,1,2,1,0,13,4,2011,4,0,1,16,39,2,1
989,36,406,0,1,10,0,23,6,2011,5,0,1,16,46,5,1
990,36,406,0,2,10,0,23,6,2011,5,0,1,16,75,5,2
991,36,406,1,1,10,0,23,6,2011,5,0,1,16,49,1,2
992,36,406,2,1,10,0,23,6,2011,5,0,1,16,38,1,2
993,36,406,2,2,10,0,23,6,2011,5,0,1,16,14,2,1
994,36,406,2,3,10,0,23,6,2011,5,0,1,16,11,2,2
995,36,407,1,1,1,0,30,6,2011,5,0,1,14,64,1,1
996,36,407,2,1,1,0,30,6,2011,5,0,1,14,56,1,1
997,36,408,1,1,10,0,24,6,2011,6,0,1,3,85,1,1
998,36,408,2,1,10,0,24,6,2011,6,0,1,3,56,1,1
999,36,409,1,1,1,0,9,5,2011,2,0,1,12,46,1,1
1000,36,410,0,1,1,0,7,3,2011,2,0,1,16,91,5,2
1001,36,410,1,1,1,0,7,3,2011,2,0,1,16,42,1,1
1002,36,411,1,1,2,10,14,5,2011,7,0,1,16,21,1,1
1003,36,412,1,1,10,0,9,4,2011,7,0,1,13,34,1,1
1004,36,412,1,2,10,0,9,4,2011,7,0,1,13,30,2,2
1005,36,412,1,3,10,0,9,4,2011,7,0,1,13,31,2,1
1006,36,412,1,4,10,0,9,4,2011,7,0,1,13,33,2,1
1007,36,413,0,1,10,0,8,2,2011,3,0,1,13,28,5,1
1008,36,413,1,1,10,0,8,2,2011,3,0,1,13,44,1,1
1009,36,414,0,1,1,0,12,5,2011,5,0,1,16,51,8,1
1010,36,414,1,1,1,0,12,5,2011,5,0,1,16,51,1,1
1011,36,415,0,1,1,0,20,5,2011,6,0,1,13,62,5,2
1012,36,415,1,1,1,0,20,5,2011,6,0,1,13,52,1,1
1013,36,416,0,1,1,0,28,6,2011,3,0,1,16,13,5,2
1014,36,416,1,1,1,0,28,6,2011,3,0,1,16,52,1,1
1015,36,417,1,1,1,0,1,7,2011,6,0,1,3,29,1,1
1016,36,418,1,1,1,0,1,7,2011,6,0,1,2,59,1,1
1017,36,419,1,1,1,0,2,7,2011,7,5,1,6,54,1,1
1018,36,420,1,1,1,0,1,7,2011,6,0,1,3,65,1,1
1019,36,420,1,2,1,0,1,7,2011,6,0,1,3,65,2,2
1020,36,420,2,1,1,0,1,7,2011,6,0,1,3,35,1,1
1021,36,421,1,1,1,0,2,7,2011,7,5,1,2,55,1,1
1022,36,422,1,1,1,0,2,7,2011,7,5,1,2,55,1,1
1023,36,423,1,1,1,0,2,7,2011,7,5,1,2,53,1,2
1024,36,423,2,1,1,0,2,7,2011,7,5,1,2,46,1,1
1025,36,424,0,1,1,0,2,7,2011,7,5,1,16,72,5,2
1026,36,424,1,1,1,0,2,7,2011,7,5,1,16,53,1,1
1027,36,425,1,1,1,0,4,7,2011,2,5,1,6,18,1,1
1028,36,425,1,2,1,0,4,7,2011,2,5,1,6,18,2,1
1029,36,426,0,1,1,0,5,7,2011,3,0,2,16,77,5,2
1030,36,426,0,2,1,0,5,7,2011,3,0,2,16,81,5,1
1031,36,426,1,1,1,0,5,7,2011,3,0,2,16,50,1,1
1032,36,426,1,2,1,0,5,7,2011,3,0,2,16,58,2,1
1033,36,427,0,1,1,0,2,7,2011,7,5,1,16,68,6,2
1034,36,427,1,1,1,0,2,7,2011,7,5,1,16,61,1,1
1035,36,428,1,1,1,0,4,7,2011,2,5,1,14,30,1,1
1036,36,428,1,2,1,0,4,7,2011,2,5,1,14,24,2,1
1037,36,429,1,1,1,0,5,7,2011,3,0,1,6,37,1,1
1038,36,429,2,1,1,0,5,7,2011,3,0,1,6,30,1,1
1039,36,430,1,1,1,0,4,7,2011,2,5,1,13,24,1,1
1040,36,430,2,1,1,0,4,7,2011,2,5,1,13,22,1,2
1041,36,430,2,2,1,0,4,7,2011,2,5,1,13,28,2,1
1042,36,430,2,3,1,0,4,7,2011,2,5,1,13,21,2,2
1043,36,430,2,4,1,0,4,7,2011,2,5,1,13,21,2,2
1044,36,430,2,5,1,0,4,7,2011,2,5,1,13,21,2,2
1045,36,431,1,1,10,0,4,7,2011,2,5,1,12,51,1,1
1046,36,431,2,1,10,0,4,7,2011,2,5,1,12,62,1,2
1047,36,432,1,1,1,0,6,7,2011,4,0,1,6,28,1,1
1048,36,433,1,1,1,0,5,7,2011,3,0,1,3,47,1,1
1049,36,433,1,2,1,0,5,7,2011,3,0,1,3,1,2,1
1050,36,434,1,1,1,0,8,7,2011,6,0,1,6,81,1,1
1051,36,435,1,1,10,0,7,7,2011,5,0,1,16,48,1,1
1052,36,436,1,1,2,0,26,5,2011,5,0,1,13,22,1,1
1053,36,437,1,1,1,0,6,7,2011,4,0,1,5,59,1,1
1054,36,437,2,1,1,0,6,7,2011,4,0,1,5,17,1,2
1055,36,438,1,1,1,0,9,7,2011,7,0,1,6,55,1,1
1056,36,439,1,1,10,0,7,7,2011,5,0,1,13,87,1,2
1057,36,439,2,1,10,0,7,7,2011,5,0,1,13,24,1,1
1058,36,440,1,1,1,0,8,7,2011,6,0,1,16,45,1,1
1059,36,441,1,1,10,0,7,7,2011,5,0,1,2,58,1,2
1060,36,441,2,1,10,0,7,7,2011,5,0,1,2,43,1,1
1061,36,442,1,1,1,0,11,7,2011,2,0,1,6,20,1,1
1062,36,443,1,1,1,0,11,7,2011,2,0,1,3,45,1,1
1063,36,443,1,2,1,0,11,7,2011,2,0,1,3,56,2,2
1064,36,443,1,3,1,0,11,7,2011,2,0,1,3,18,2,1
1065,36,443,1,4,1,0,11,7,2011,2,0,1,3,18,2,2
1066,36,444,1,1,1,0,10,7,2011,1,0,1,1,63,1,1
1067,36,444,1,2,1,0,10,7,2011,1,0,1,1,43,2,1
1068,36,444,1,3,1,0,10,7,2011,1,0,1,1,1,2,1
1069,36,444,1,4,1,0,10,7,2011,1,0,1,1,3,2,2
1070,36,445,1,1,10,0,12,7,2011,3,0,1,2,79,1,1
1071,36,446,1,1,1,0,13,7,2011,4,0,1,6,69,1,1
1072,36,447,0,1,1,0,7,6,2011,3,0,1,6,24,5,1
1073,36,447,1,1,1,0,7,6,2011,3,0,1,6,34,1,1
1074,36,448,1,1,1,0,4,6,2011,7,0,1,16,55,1,1
1075,36,448,2,1,1,0,4,6,2011,7,0,1,16,44,1,1
1076,36,449,0,1,1,0,14,7,2011,5,0,1,13,50,5,1
1077,36,449,1,1,1,0,14,7,2011,5,0,1,13,42,1,1
1078,36,450,1,1,1,0,11,7,2011,2,0,1,11,48,1,1
1079,36,451,1,1,1,0,15,7,2011,6,0,1,6,28,1,1
1080,36,452,0,1,10,0,13,7,2011,4,0,1,2,72,6,1
1081,36,452,1,1,10,0,13,7,2011,4,0,1,2,19,1,2
1082,36,453,1,1,1,0,15,7,2011,6,0,1,16,35,1,1
1083,36,453,2,1,1,0,15,7,2011,6,0,1,16,52,1,1
1084,36,454,1,1,1,0,15,7,2011,6,0,1,16,56,1,1
1085,36,454,1,2,1,0,15,7,2011,6,0,1,16,56,2,2
1086,36,455,1,1,1,0,11,7,2011,2,0,1,3,69,1,1
1087,36,455,2,1,1,0,11,7,2011,2,0,1,3,55,1,1
1088,36,456,1,1,10,0,16,7,2011,7,0,1,16,30,1,1
1089,36,456,1,2,10,0,16,7,2011,7,0,1,16,29,2,1
1090,36,457,1,1,1,0,17,7,2011,1,0,1,4,22,1,1
1091,36,457,1,2,1,0,17,7,2011,1,0,1,4,19,2,1
1092,36,457,1,3,1,0,17,7,2011,1,0,1,4,22,2,1
1093,36,458,1,1,1,0,12,7,2011,3,0,1,16,35,1,1
1094,36,458,2,1,1,0,12,7,2011,3,0,1,16,34,1,1
1095,36,459,1,1,10,0,15,5,2011,1,0,1,3,34,1,1
1096,36,460,1,1,1,0,5,6,2011,1,0,1,6,20,1,1
1097,36,460,1,2,1,0,5,6,2011,1,0,1,6,21,2,2
1098,36,460,2,1,1,0,5,6,2011,1,0,1,6,45,1,2
1099,36,460,2,2,1,0,5,6,2011,1,0,1,6,12,2,1
1100,36,460,2,3,1,0,5,6,2011,1,0,1,6,45,2,1
1101,36,461,1,1,1,0,16,7,2011,7,0,1,2,42,1,1
1102,36,461,2,1,1,0,16,7,2011,7,0,1,2,44,1,2
1103,36,461,2,2,1,0,16,7,2011,7,0,1,2,47,2,1
1104,36,461,2,3,1,0,16,7,2011,7,0,1,2,7,2,1
1105,36,462,1,1,2,0,18,5,2011,4,0,1,2,31,1,1
1106,36,462,2,1,2,0,18,5,2011,4,0,1,2,44,1,1
1107,36,463,0,1,1,0,5,6,2011,1,0,1,13,31,5,1
1108,36,463,1,1,1,0,5,6,2011,1,0,1,13,40,1,1
1109,36,464,1,1,4,0,25,2,2011,6,0,1,2,72,1,2
1110,36,464,2,1,4,0,25,2,2011,6,0,1,2,45,1,1
1111,36,465,1,1,2,0,13,6,2011,2,0,1,13,23,1,1
1112,36,466,1,1,1,0,15,7,2011,6,0,1,16,46,1,1
1113,36,466,2,1,1,0,15,7,2011,6,0,1,16,31,1,1
1114,36,467,0,1,10,0,14,6,2011,3,0,1,14,29,5,2
1115,36,467,1,1,10,0,14,6,2011,3,0,1,14,32,1,1
1116,36,467,1,2,10,0,14,6,2011,3,0,1,14,29,2,2
1117,36,468,1,1,1,0,20,6,2011,2,0,1,16,81,1,1
1118,36,468,1,2,1,0,20,6,2011,2,0,1,16,84,2,2
1119,36,469,1,1,10,0,24,6,2011,6,0,1,4,75,1,1
1120,36,470,1,1,1,0,26,6,2011,1,0,1,15,25,1,1
1121,36,471,1,1,1,0,14,6,2011,3,0,1,16,55,1,1
1122,36,471,2,1,1,0,14,6,2011,3,0,1,16,20,1,1
1123,36,472,1,1,10,0,14,6,2011,3,0,1,13,43,1,1
1124,36,472,2,1,10,0,14,6,2011,3,0,1,13,46,1,1
1125,36,473,0,1,1,0,24,6,2011,6,0,1,16,52,5,1
1126,36,473,1,1,1,0,24,6,2011,6,0,1,16,32,1,1
1127,36,473,1,2,1,0,24,6,2011,6,0,1,16,31,2,1
1128,36,474,1,1,5,0,25,6,2011,7,0,1,13,39,1,1
1129,36,474,2,1,5,0,25,6,2011,7,0,1,13,36,1,1
1130,36,475,0,1,1,0,25,6,2011,7,0,1,13,34,6,2
1131,36,475,1,1,1,0,25,6,2011,7,0,1,13,45,1,1
1132,36,476,1,1,1,0,19,7,2011,3,0,6,6,42,1,1
1133,36,476,2,1,1,0,19,7,2011,3,0,6,6,44,1,1
1134,36,476,3,1,1,0,19,7,2011,3,0,6,6,41,1,1
1135,36,476,3,2,1,0,19,7,2011,3,0,6,6,57,2,1
1136,36,476,3,3,1,0,19,7,2011,3,0,6,6,35,2,2
1137,36,476,3,4,1,0,19,7,2011,3,0,6,6,48,2,1
1138,36,476,3,5,1,0,19,7,2011,3,0,6,6,45,2,1
1139,36,476,3,6,1,0,19,7,2011,3,0,6,6,32,2,1
1140,36,476,3,7,1,0,19,7,2011,3,0,6,6,31,2,2
1141,36,476,3,8,1,0,19,7,2011,3,0,6,6,39,2,2
1142,36,476,3,9,1,0,19,7,2011,3,0,6,6,51,2,1
1143,36,476,3,10,1,0,19,7,2011,3,0,6,6,58,2,2
1144,36,476,3,11,1,0,19,7,2011,3,0,6,6,38,2,1
1145,36,476,3,12,1,0,19,7,2011,3,0,6,6,40,2,1
1146,36,476,3,13,1,0,19,7,2011,3,0,6,6,45,2,2
1147,36,476,3,14,1,0,19,7,2011,3,0,6,6,51,2,2
1148,36,477,1,1,1,0,17,7,2011,1,0,2,1,58,1,1
1149,36,477,1,2,1,0,17,7,2011,1,0,2,1,57,2,2
1150,36,477,1,3,1,0,17,7,2011,1,0,2,1,49,2,2
1151,36,477,1,4,1,0,17,7,2011,1,0,2,1,58,2,2
1152,36,477,1,5,1,0,17,7,2011,1,0,2,1,71,2,1
1153,36,477,1,6,1,0,17,7,2011,1,0,2,1,62,2,2
1154,36,477,1,7,1,0,17,7,2011,1,0,2,1,64,2,1
1155,36,477,1,8,1,0,17,7,2011,1,0,2,1,26,2,2
1156,36,477,1,9,1,0,17,7,2011,1,0,2,1,55,2,2
1157,36,477,1,10,1,0,17,7,2011,1,0,2,1,51,2,2
1158,36,477,1,11,1,0,17,7,2011,1,0,2,1,66,2,2
1159,36,477,1,12,1,0,17,7,2011,1,0,2,1,57,2,2
1160,36,477,1,13,1,0,17,7,2011,1,0,2,1,58,2,1
1161,36,477,1,14,1,0,17,7,2011,1,0,2,1,55,2,1
1162,36,477,1,15,1,0,17,7,2011,1,0,2,1,49,2,2
1163,36,477,1,16,1,0,17,7,2011,1,0,2,1,36,2,2
1164,36,477,1,17,1,0,17,7,2011,1,0,2,1,62,2,2
1165,36,477,1,18,1,0,17,7,2011,1,0,2,1,57,2,1
1166,36,477,1,19,1,0,17,7,2011,1,0,2,1,61,2,1
1167,36,477,1,20,1,0,17,7,2011,1,0,2,1,16,2,2
1168,36,477,1,21,1,0,17,7,2011,1,0,2,1,7,2,2
1169,36,477,1,22,1,0,17,7,2011,1,0,2,1,41,2,1
1170,36,477,1,23,1,0,17,7,2011,1,0,2,1,53,2,1
1171,36,477,1,24,1,0,17,7,2011,1,0,2,1,51,2,2
1172,36,477,1,25,1,0,17,7,2011,1,0,2,1,53,2,1
1173,36,477,1,26,1,0,17,7,2011,1,0,2,1,56,2,1
1174,36,477,1,27,1,0,17,7,2011,1,0,2,1,68,2,1
1175,36,477,1,28,1,0,17,7,2011,1,0,2,1,52,2,2
1176,36,477,1,29,1,0,17,7,2011,1,0,2,1,58,2,1
1177,36,477,1,30,1,0,17,7,2011,1,0,2,1,61,2,2
1178,36,477,1,31,1,0,17,7,2011,1,0,2,1,54,2,1
1179,36,477,1,32,1,0,17,7,2011,1,0,2,1,66,2,1
1180,36,478,1,1,1,0,18,7,2011,2,0,1,12,24,1,2
1181,36,478,1,2,1,0,18,7,2011,2,0,1,12,25,2,1
1182,36,479,0,1,1,0,19,7,2011,3,0,1,14,49,5,1
1183,36,479,1,1,1,0,19,7,2011,3,0,1,14,25,1,2
1184,36,480,1,1,1,0,17,7,2011,1,0,1,13,20,1,1
1185,36,480,1,2,1,0,17,7,2011,1,0,1,13,21,2,1
1186,36,480,1,3,1,0,17,7,2011,1,0,1,13,20,2,1
1187,36,481,1,1,1,0,22,7,2011,6,0,1,16,24,1,1
1188,36,481,2,1,1,0,22,7,2011,6,0,1,16,24,1,1
1189,36,481,2,2,1,0,22,7,2011,6,0,1,16,21,2,1
1190,36,481,2,3,1,0,22,7,2011,6,0,1,16,29,2,1
1191,36,482,1,1,1,0,19,7,2011,3,0,1,1,29,1,1
1192,36,483,1,1,1,0,4,7,2011,2,5,1,6,26,1,1
1193,36,483,2,1,1,0,4,7,2011,2,5,1,6,43,1,1
1194,36,483,2,2,1,0,4,7,2011,2,5,1,6,40,2,2
1195,36,483,2,3,1,0,4,7,2011,2,5,1,6,6,2,1
1196,36,483,2,4,1,0,4,7,2011,2,5,1,6,4,2,1
1197,36,483,2,5,1,0,4,7,2011,2,5,1,6,6,2,1
1198,36,483,2,6,1,0,4,7,2011,2,5,1,6,10,2,1
1199,36,483,2,7,1,0,4,7,2011,2,5,1,6,14,2,1
1200,36,484,1,1,10,0,26,6,2011,1,0,2,11,27,1,1
1201,36,484,1,2,10,0,26,6,2011,1,0,2,11,20,2,2
1202,36,485,0,1,1,0,13,6,2011,2,0,1,16,19,5,1
1203,36,485,1,1,1,0,13,6,2011,2,0,1,16,20,1,1
1204,36,486,1,1,10,0,25,6,2011,7,0,1,16,32,1,1
1205,36,486,1,2,10,0,25,6,2011,7,0,1,16,32,2,2
1206,36,486,1,3,10,0,25,6,2011,7,0,1,16,21,2,2
1207,36,487,0,1,10,0,16,6,2011,5,0,1,16,91,5,1
1208,36,487,1,1,10,0,16,6,2011,5,0,1,16,999,1,9
1209,36,487,2,1,10,0,16,6,2011,5,0,1,16,27,1,2
1210,36,487,2,2,10,0,16,6,2011,5,0,1,16,21,2,2
1211,36,488,1,1,1,0,19,7,2011,3,0,1,1,42,1,2
1212,36,488,1,2,1,0,19,7,2011,3,0,1,1,43,2,1
1213,36,488,1,3,1,0,19,7,2011,3,0,1,1,43,2,2
1214,36,489,1,1,1,0,2,7,2011,7,5,1,13,52,1,2
1215,36,489,2,1,1,0,2,7,2011,7,5,1,13,41,1,1
1216,36,490,1,1,10,0,13,5,2011,6,0,1,14,40,1,1
1217,36,491,1,1,1,0,22,7,2011,6,0,2,6,51,1,1
1218,36,491,1,2,1,0,22,7,2011,6,0,2,6,20,2,1
1219,36,491,1,3,1,0,22,7,2011,6,0,2,6,20,2,2
1220,36,492,1,1,1,0,22,7,2011,6,0,1,16,25,1,1
1221,36,493,1,1,1,0,21,7,2011,5,0,1,6,27,1,1
1222,36,494,1,1,1,0,22,7,2011,6,0,1,14,59,1,2
1223,36,495,1,1,1,0,22,7,2011,6,0,1,2,67,1,1
1224,36,495,2,1,1,0,22,7,2011,6,0,1,2,18,1,2
1225,36,496,1,1,1,0,23,7,2011,7,0,1,15,22,1,1
1226,36,496,2,1,1,0,23,7,2011,7,0,1,15,57,1,2
1227,36,496,2,2,1,0,23,7,2011,7,0,1,15,82,2,2
1228,36,497,1,1,1,0,23,7,2011,7,0,1,2,39,1,1
1229,36,498,1,1,1,0,24,7,2011,1,0,1,6,60,1,1
1230,36,499,1,1,10,0,24,7,2011,1,0,1,1,28,1,1
1231,36,499,1,2,10,0,24,7,2011,1,0,1,1,21,2,2
1232,36,499,1,3,10,0,24,7,2011,1,0,1,1,18,2,1
1233,36,499,1,4,10,0,24,7,2011,1,0,1,1,21,2,2
1234,36,499,1,5,10,0,24,7,2011,1,0,1,1,18,2,1
1235,36,499,1,6,10,0,24,7,2011,1,0,1,1,25,2,1
1236,36,500,1,1,1,0,24,7,2011,1,0,1,5,19,1,1
1237,36,500,2,1,1,0,24,7,2011,1,0,1,5,36,1,1
1238,36,500,2,2,1,0,24,7,2011,1,0,1,5,42,2,2
1239,36,501,1,1,1,0,24,7,2011,1,0,1,1,26,1,2
1240,36,501,2,1,1,0,24,7,2011,1,0,1,1,29,1,1
1241,36,501,2,2,1,0,24,7,2011,1,0,1,1,29,2,1
1242,36,502,0,1,1,0,24,7,2011,1,0,1,2,31,5,1
1243,36,502,1,1,1,0,24,7,2011,1,0,1,2,50,1,1
1244,36,502,2,1,1,0,24,7,2011,1,0,1,2,29,1,1
1245,36,502,2,2,1,0,24,7,2011,1,0,1,2,24,2,2
1246,36,502,2,3,1,0,24,7,2011,1,0,1,2,25,2,2
1247,36,503,0,1,1,0,3,3,2011,5,0,1,16,74,5,1
1248,36,503,1,1,1,0,3,3,2011,5,0,1,16,68,1,2
1249,36,504,1,1,1,0,21,7,2011,5,0,1,5,87,1,2
1250,36,505,1,1,1,0,23,7,2011,7,0,1,6,18,1,1
1251,36,505,1,2,1,0,23,7,2011,7,0,1,6,17,2,2
1252,36,505,1,3,1,0,23,7,2011,7,0,1,6,16,2,2
1253,36,506,1,1,10,0,11,6,2011,7,0,1,3,30,1,2
1254,36,506,1,2,10,0,11,6,2011,7,0,1,3,39,2,1
1255,36,507,0,1,1,0,29,4,2011,6,0,1,16,27,5,1
1256,36,507,0,2,1,0,29,4,2011,6,0,1,16,33,5,2
1257,36,507,1,1,1,0,29,4,2011,6,0,1,16,40,1,1
1258,36,507,2,1,1,0,29,4,2011,6,0,1,16,40,1,1
1259,36,508,1,1,1,0,19,6,2011,1,0,1,15,18,1,1
1260,36,509,1,1,1,0,1,7,2011,6,0,1,2,50,1,1
1261,36,509,2,1,1,0,1,7,2011,6,0,1,2,64,1,2
1262,36,510,1,1,10,0,25,7,2011,2,0,1,6,68,1,1
1263,36,511,1,1,1,0,24,7,2011,1,0,1,2,82,1,2
1264,36,511,2,1,1,0,24,7,2011,1,0,1,2,56,1,2
1265,36,512,0,1,1,0,2,7,2011,7,5,1,15,26,6,1
1266,36,512,1,1,1,0,2,7,2011,7,5,1,15,28,1,2
1267,36,513,0,1,1,0,10,6,2011,6,0,1,16,9,6,2
1268,36,513,1,1,1,0,10,6,2011,6,0,1,16,20,1,1
1269,36,514,0,1,1,0,21,4,2011,5,0,1,16,60,5,2
1270,36,514,0,2,1,0,21,4,2011,5,0,1,16,40,10,1
1271,36,514,0,3,1,0,21,4,2011,5,0,1,16,47,10,2
1272,36,514,0,4,1,0,21,4,2011,5,0,1,16,35,10,2
1273,36,514,1,1,1,0,21,4,2011,5,0,1,16,46,1,1
1274,36,514,1,2,1,0,21,4,2011,5,0,1,16,49,2,2
1275,36,514,1,3,1,0,21,4,2011,5,0,1,16,4,2,2
1276,36,515,0,1,1,0,2,6,2011,5,0,1,14,89,8,2
1277,36,515,0,2,1,0,2,6,2011,5,0,1,14,75,5,1
1278,36,515,0,3,1,0,2,6,2011,5,0,1,14,52,5,1
1279,36,515,0,4,1,0,2,6,2011,5,0,1,14,41,5,2
1280,36,515,1,1,1,0,2,6,2011,5,0,1,14,61,1,1
1281,36,515,2,1,1,0,2,6,2011,5,0,1,14,21,1,1
1282,36,516,1,1,1,0,4,7,2011,2,5,1,14,21,1,1
1283,36,517,1,1,1,0,9,7,2011,7,0,2,16,43,1,1
1284,36,517,1,2,1,0,9,7,2011,7,0,2,16,45,2,1
1285,36,518,0,1,1,0,25,6,2011,7,0,1,16,46,5,2
1286,36,518,1,1,1,0,25,6,2011,7,0,1,16,29,1,1
1287,36,519,0,1,1,0,14,7,2011,5,0,1,16,15,8,1
1288,36,519,1,1,1,0,14,7,2011,5,0,1,16,32,1,1
1289,36,519,2,1,1,0,14,7,2011,5,0,1,16,32,1,1
1290,36,520,0,1,1,0,18,7,2011,2,0,1,1,999,6,1
1291,36,520,1,1,1,0,18,7,2011,2,0,1,1,38,1,1
1292,36,521,1,1,1,0,16,7,2011,7,0,2,16,23,1,1
1293,36,521,1,2,1,0,16,7,2011,7,0,2,16,19,2,2
1294,36,521,2,1,1,0,16,7,2011,7,0,2,16,32,1,1
1295,36,522,0,1,98,0,24,7,2011,1,0,1,15,22,5,1
1296,36,522,1,1,98,0,24,7,2011,1,0,1,15,52,1,2
1297,36,523,1,1,1,0,21,6,2011,3,0,1,3,53,1,2
1298,36,523,2,1,1,0,21,6,2011,3,0,1,3,60,1,1
1299,36,523,2,2,1,0,21,6,2011,3,0,1,3,50,2,1
1300,36,524,0,1,1,0,24,7,2011,1,0,1,16,52,5,1
